country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Spain,ESP,29/1/2021,,,,,50484,,,,1080,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,30/1/2021,,,,,51790,,,,1108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,31/1/2021,1609261,1251369,357892,,53095,3.44,2.68,0.77,1136,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,1/2/2021,1673054,1254535,418519,63793,54548,3.58,2.68,0.9,1167,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,2/2/2021,1764778,1265800,498978,91724,58331,3.77,2.71,1.07,1248,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,3/2/2021,1865342,1279220,586122,100564,67103,3.99,2.74,1.25,1435,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,4/2/2021,1988160,1305251,682909,122818,73424,4.25,2.79,1.46,1570,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,5/2/2021,,,,,72558,,,,1552,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,6/2/2021,,,,,71691,,,,1533,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,7/2/2021,2105033,1318626,786407,,70825,4.5,2.82,1.68,1515,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,8/2/2021,2167241,1328459,838782,62208,70598,4.64,2.84,1.79,1510,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,9/2/2021,2233249,1343566,889683,66008,66924,4.78,2.87,1.9,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,10/2/2021,2320507,1377229,943278,87258,65024,4.96,2.95,2.02,1391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,11/2/2021,2423045,1422560,1000485,102538,62126,5.18,3.04,2.14,1329,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,12/2/2021,,,,,63159,,,,1351,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,13/2/2021,,,,,64192,,,,1373,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,14/2/2021,2561608,1491517,1070091,,65225,5.48,3.19,2.29,1395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,15/2/2021,2624512,1527590,1096922,62904,65324,5.61,3.27,2.35,1397,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,16/2/2021,2690457,1571277,1119180,65945,65315,5.75,3.36,2.39,1397,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,17/2/2021,2782751,1638195,1144556,92294,66035,5.95,3.5,2.45,1412,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,18/2/2021,2936011,1764985,1171026,153260,73281,6.28,3.77,2.5,1567,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,19/2/2021,,,,,74032,,,,1583,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,20/2/2021,,,,,74783,,,,1599,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,21/2/2021,3090351,1893290,1197061,,75535,6.61,4.05,2.56,1616,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,22/2/2021,3165191,1956886,1208305,74840,77240,6.77,4.19,2.58,1652,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Spain,ESP,23/2/2021,3284678,2063495,1221183,119487,84889,7.03,4.41,2.61,1816,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods
Sri Lanka,LKA,28/1/2021,0,,,,,0,,,,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,29/1/2021,5286,,,5286,5286,0.02,,,247,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,30/1/2021,37825,,,32539,18912,0.18,,,883,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,31/1/2021,59154,,,21329,19718,0.28,,,921,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,1/2/2021,95550,,,36396,23888,0.45,,,1116,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,2/2/2021,118767,,,23217,23753,0.55,,,1109,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,3/2/2021,139914,,,21147,23319,0.65,,,1089,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,4/2/2021,146327,,,6413,20904,0.68,,,976,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,5/2/2021,156310,,,9983,21575,0.73,,,1008,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,6/2/2021,160148,,,3838,17475,0.75,,,816,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,7/2/2021,161773,,,1625,14660,0.76,,,685,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,8/2/2021,167762,,,5989,10316,0.78,,,482,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,9/2/2021,174193,,,6431,7918,0.81,,,370,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,10/2/2021,176725,,,2532,5259,0.83,,,246,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,11/2/2021,178087,,,1362,4537,0.83,,,212,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,12/2/2021,179197,,,1110,3270,0.84,,,153,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,13/2/2021,186654,,,7457,3787,0.87,,,177,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,14/2/2021,189349,,,2695,3939,0.88,,,184,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,15/2/2021,192938,,,3589,3597,0.9,,,168,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,16/2/2021,196163,,,3225,3139,0.92,,,147,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,17/2/2021,210405,,,14242,4811,0.98,,,225,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,18/2/2021,233472,,,23067,7912,1.09,,,369,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,19/2/2021,263779,,,30307,12083,1.23,,,564,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,20/2/2021,302857,,,39078,16600,1.41,,,775,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,21/2/2021,338769,,,35912,21346,1.58,,,997,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,22/2/2021,354352,,,15583,23059,1.65,,,1077,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sri Lanka,LKA,23/2/2021,366907,,,12555,24392,1.71,,,1139,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1364257708870836225
Sweden,SWE,27/12/2020,1887,1887,,,,0.02,0.02,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,28/12/2020,,,,,1757,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,29/12/2020,,,,,1757,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,30/12/2020,,,,,1757,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,31/12/2020,,,,,1757,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,1/1/2021,,,,,1757,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2/1/2021,,,,,1757,,,,174,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,3/1/2021,14186,14186,,,1757,0.14,0.14,,174,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,4/1/2021,,,,,2184,,,,216,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,5/1/2021,,,,,2611,,,,259,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,6/1/2021,,,,,3038,,,,301,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,7/1/2021,,,,,3465,,,,343,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,8/1/2021,,,,,3892,,,,385,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,9/1/2021,,,,,4319,,,,428,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,10/1/2021,47407,47398,9,,4746,0.47,0.47,0,470,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,11/1/2021,,,,,5536,,,,548,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,12/1/2021,,,,,6327,,,,626,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,13/1/2021,,,,,7117,,,,705,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,14/1/2021,,,,,7908,,,,783,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,15/1/2021,,,,,8698,,,,861,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,16/1/2021,,,,,9489,,,,940,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,17/1/2021,119363,119321,42,,10279,1.18,1.18,0,1018,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,18/1/2021,,,,,11047,,,,1094,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,19/1/2021,,,,,11814,,,,1170,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,20/1/2021,,,,,12581,,,,1246,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,21/1/2021,,,,,13348,,,,1322,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,22/1/2021,,,,,14115,,,,1398,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,23/1/2021,,,,,14882,,,,1474,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,24/1/2021,228910,219419,9491,,15650,2.27,2.17,0.09,1550,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,25/1/2021,,,,,15159,,,,1501,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,26/1/2021,,,,,14668,,,,1452,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,27/1/2021,,,,,14177,,,,1404,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,28/1/2021,,,,,13686,,,,1355,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,29/1/2021,,,,,13195,,,,1307,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,30/1/2021,,,,,12704,,,,1258,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,31/1/2021,314398,281436,32962,,12213,3.11,2.79,0.33,1209,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,1/2/2021,,,,,12358,,,,1224,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,2/2/2021,,,,,12503,,,,1238,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,3/2/2021,,,,,12648,,,,1252,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,4/2/2021,,,,,12793,,,,1267,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,5/2/2021,,,,,12938,,,,1281,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,6/2/2021,,,,,13083,,,,1295,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,7/2/2021,406997,323848,83149,,13228,4.03,3.21,0.82,1310,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,8/2/2021,,,,,13454,,,,1332,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,9/2/2021,,,,,13679,,,,1354,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,10/2/2021,,,,,13905,,,,1377,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,11/2/2021,,,,,14130,,,,1399,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,12/2/2021,,,,,14355,,,,1421,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Sweden,SWE,13/2/2021,,,,,14581,,,,1444,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
